REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Planta finalta;Planta de Gerente oficial;P.A.P;Cuenta de ahorros ;Cuenta corriente;Libranza ;Tarjeta de crédito ;Crédito hipotecario;Crédito de consumo o comercial ;Banca seguros ;CDT;Cuenta protegida;Libre destino;Total productos;Asesor 2;Asesor 1;Productividad
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;9/09/2020;3,12;1;2;70;0;31;7;1;0;15;5;33;1;165;2;1;52,88461538
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;9/09/2020;8,24;1;10;135;0;69;51;1;1;39;13;137;4;460;6;3;55,82524272
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;9/09/2020;4,12;1;2;372;2;33;14;3;0;21;11;63;2;523;3;1;126,9417476
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;9/09/2020;6,24;1;7;125;0;41;27;1;0;27;18;127;2;375;4;3;60,09615385
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;9/09/2020;6,24;1;29;61;2;60;24;4;12;47;13;50;4;306;4;3;49,03846154
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;9/09/2020;2,12;1;0;51;0;19;5;0;2;11;6;23;2;119;1;1;56,13207547
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;9/09/2020;2,12;1;0;49;0;10;0;0;0;6;4;27;3;99;1;1;46,69811321
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;9/09/2020;2,12;1;1;14;0;4;3;0;0;1;0;8;2;33;1;1;15,56603774
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;9/09/2020;3,12;1;0;32;0;25;8;2;7;16;11;31;3;135;2;1;43,26923077
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;9/09/2020;2,68;1;2;185;0;15;23;2;0;6;1;62;2;298;1;2;111,1940299
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;9/09/2020;3,68;1;19;59;1;33;8;2;0;19;36;51;6;234;2;2;63,58695652
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;9/09/2020;2,12;1;1;19;0;7;11;2;34;2;12;20;3;111;1;1;52,35849057
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;9/09/2020;2,12;1;2;61;3;11;22;1;3;6;10;25;1;145;1;1;68,39622642
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;9/09/2020;3,68;1;22;72;0;36;8;9;2;13;18;50;0;230;2;2;62,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);9/09/2020;3,68;1;5;113;0;56;1;3;0;31;32;27;11;279;2;2;75,81521739
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;9/09/2020;3,12;1;7;69;0;12;17;0;0;11;7;45;7;175;2;1;56,08974359
BOGOTÁ Y PYME;BOGOTÁ NORTE;170;SIETE DE AGOSTO;9/09/2020;2,12;1;3;16;0;9;10;1;1;6;4;14;0;64;1;1;30,18867925
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;9/09/2020;3,12;1;7;146;0;29;7;1;0;19;13;52;14;288;2;1;92,30769231
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;9/09/2020;2,12;1;1;55;0;10;4;0;1;7;9;37;5;129;1;1;60,8490566
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;9/09/2020;3,68;1;3;38;0;17;9;0;1;11;5;45;0;129;2;2;35,05434783
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;9/09/2020;3,12;1;7;21;0;25;9;0;0;17;6;28;1;114;2;1;36,53846154
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;9/09/2020;3,12;1;8;31;0;21;5;1;0;11;9;26;11;123;2;1;39,42307692
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;9/09/2020;7,24;1;5;83;0;54;14;4;0;29;8;137;2;336;5;3;46,40883978
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;9/09/2020;2,12;1;3;18;1;16;0;1;0;14;2;48;1;104;1;1;49,05660377
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;9/09/2020;3,12;1;4;32;0;18;11;1;0;9;4;42;3;124;2;1;39,74358974
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;9/09/2020;3,68;1;7;62;1;27;17;3;0;20;16;71;2;226;2;2;61,41304348
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;9/09/2020;3,68;1;13;75;0;33;11;6;1;16;11;33;9;208;2;2;56,52173913
BOGOTÁ Y PYME;BOGOTÁ NORTE;160;GALERIAS;9/09/2020;3,68;1;13;48;0;28;12;1;0;22;10;80;4;218;2;2;59,23913043
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;9/09/2020;2,12;1;7;75;0;18;14;3;0;3;13;30;11;174;1;1;82,0754717
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;9/09/2020;3,12;1;2;57;0;14;8;2;41;5;3;41;4;177;2;1;56,73076923
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;9/09/2020;4,24;1;8;24;0;44;9;6;1;35;9;37;2;175;2;3;41,27358491
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;9/09/2020;2,12;1;4;42;1;11;10;1;2;10;5;32;3;121;1;1;57,0754717
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;9/09/2020;2,12;1;0;74;0;26;8;2;0;12;14;33;2;171;1;1;80,66037736
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;9/09/2020;2,12;1;2;65;0;12;5;2;0;9;3;22;2;122;1;1;57,54716981
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;9/09/2020;2,12;1;0;38;0;25;11;1;0;17;8;28;2;130;1;1;61,32075472
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;9/09/2020;3,68;1;1;120;0;40;24;2;0;37;27;56;13;320;2;2;86,95652174
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;9/09/2020;2,12;1;6;32;0;6;2;0;16;2;4;12;2;82;1;1;38,67924528
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;9/09/2020;2,12;1;4;72;0;22;12;0;0;20;9;31;1;171;1;1;80,66037736
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;9/09/2020;1;0;1;4;0;3;2;1;0;0;0;0;0;11;1;0;11
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;9/09/2020;7,24;1;17;168;3;97;23;2;1;52;25;88;9;485;5;3;66,98895028
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;9/09/2020;3,12;1;3;105;0;30;10;4;0;15;7;31;0;205;2;1;65,70512821
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;9/09/2020;2,12;1;9;64;0;33;10;0;0;30;16;61;7;230;1;1;108,490566
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;9/09/2020;2,12;1;0;19;1;17;1;0;0;12;6;26;0;82;1;1;38,67924528
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;9/09/2020;2,68;1;8;178;0;44;4;0;0;33;20;47;5;339;1;2;126,4925373
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;9/09/2020;2,12;1;2;51;0;27;8;0;0;14;11;25;2;140;1;1;66,03773585
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;9/09/2020;5,68;1;0;102;0;88;11;1;0;53;14;63;6;338;4;2;59,50704225
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;9/09/2020;2,68;1;1;35;0;55;13;3;0;37;8;26;2;180;1;2;67,1641791
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;9/09/2020;3,12;1;0;32;0;14;3;0;0;7;2;14;0;72;2;1;23,07692308
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;9/09/2020;3,12;1;0;27;0;32;7;0;1;29;6;29;0;131;2;1;41,98717949
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;9/09/2020;3,12;1;1;65;0;46;8;2;0;14;11;21;2;170;2;1;54,48717949
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;9/09/2020;3,68;1;0;47;1;61;1;1;0;25;11;32;3;182;2;2;49,45652174
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;9/09/2020;7,24;1;6;63;0;71;18;0;1;41;13;117;0;330;5;3;45,5801105
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;9/09/2020;3,12;1;1;27;0;52;7;0;1;44;9;29;0;170;2;1;54,48717949
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;9/09/2020;2,12;1;0;23;1;30;5;1;0;25;5;9;2;101;1;1;47,64150943
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;9/09/2020;2,12;1;0;32;0;28;12;0;0;17;14;25;4;132;1;1;62,26415094
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;9/09/2020;2,12;1;0;20;0;9;0;1;0;5;6;16;1;58;1;1;27,35849057
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;9/09/2020;3,12;1;0;26;0;36;15;2;0;21;15;57;0;172;2;1;55,12820513
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;9/09/2020;2,12;1;0;39;0;15;8;0;1;11;8;21;0;103;1;1;48,58490566
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;9/09/2020;7,8;1;2;117;0;96;28;3;4;61;35;162;0;508;5;4;65,12820513
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;9/09/2020;5,24;1;5;105;1;30;17;1;9;26;10;76;0;280;3;3;53,4351145
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;9/09/2020;2,12;1;0;24;0;24;5;0;0;22;6;35;0;116;1;1;54,71698113
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;9/09/2020;4,68;1;1;50;1;34;24;1;10;20;10;83;0;234;3;2;50
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;9/09/2020;2,12;1;0;31;0;29;5;0;0;20;1;42;0;128;1;1;60,37735849
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;9/09/2020;3,12;1;0;100;0;30;6;1;0;19;4;24;2;186;2;1;59,61538462
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;9/09/2020;2,12;1;0;24;1;25;0;0;0;16;4;32;0;102;1;1;48,11320755
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;9/09/2020;4,24;1;0;172;0;34;7;1;0;23;2;143;0;382;2;3;90,09433962
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;9/09/2020;7,24;1;0;105;0;82;10;0;2;52;11;90;0;352;5;3;48,61878453
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;9/09/2020;3,12;1;0;53;1;37;27;0;0;33;11;81;0;243;2;1;77,88461538
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;9/09/2020;6,24;1;2;66;0;72;15;1;0;43;3;124;4;330;4;3;52,88461538
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;9/09/2020;2,12;1;12;39;0;21;3;4;4;16;5;34;0;138;1;1;65,09433962
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;9/09/2020;1;0;0;11;0;10;4;2;0;0;0;0;0;27;1;0;27
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;9/09/2020;7,8;1;10;105;0;97;18;2;0;59;10;169;4;474;5;4;60,76923077
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;9/09/2020;2,12;1;8;29;0;24;1;0;2;16;5;28;0;113;1;1;53,30188679
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;9/09/2020;8,24;1;2;88;0;44;7;5;0;27;8;214;1;396;6;3;48,05825243
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;9/09/2020;2,12;1;1;15;0;19;8;1;0;26;1;41;0;112;1;1;52,83018868
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;9/09/2020;4,68;1;2;26;0;57;6;0;0;41;3;37;0;172;3;2;36,75213675
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;9/09/2020;4,12;1;4;62;0;38;3;1;0;19;11;48;0;186;3;1;45,14563107
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;9/09/2020;3,68;1;3;24;0;44;3;0;1;7;6;2;0;90;2;2;24,45652174
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;9/09/2020;2,12;1;5;16;0;20;13;1;0;13;2;25;0;95;1;1;44,81132075
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;9/09/2020;6,24;1;9;60;0;57;12;1;0;27;18;101;1;286;4;3;45,83333333
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;9/09/2020;4,68;1;4;22;0;41;5;0;0;25;9;15;0;121;3;2;25,85470085
NOROCCIDENTE;CARIBE SUR;315;TIERRA ALTA;9/09/2020;0,56;0;0;20;1;11;4;0;0;0;3;0;0;39;0;1;69,64285714
NOROCCIDENTE;MEDELLIN;278;BELEN;9/09/2020;3,12;1;0;39;0;31;14;3;0;17;2;41;1;148;2;1;47,43589744
NOROCCIDENTE;MEDELLIN;191;CENTRO ADMINIS. LA ALPUJARRA;9/09/2020;3,68;1;0;50;0;44;24;1;0;27;9;52;2;209;2;2;56,79347826
NOROCCIDENTE;MEDELLIN;208;EL POBLADO;9/09/2020;2,12;1;4;38;3;32;17;1;0;16;6;16;5;138;1;1;65,09433962
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;9/09/2020;2,12;1;1;18;0;29;14;0;0;21;3;16;1;103;1;1;48,58490566
NOROCCIDENTE;MEDELLIN;190;GUAYAQUIL;9/09/2020;2,68;1;1;27;0;35;4;2;0;27;1;26;0;123;1;2;45,89552239
NOROCCIDENTE;MEDELLIN;182;LA PLAYA;9/09/2020;3,68;1;14;73;0;37;18;0;0;27;10;85;1;265;2;2;72,01086957
NOROCCIDENTE;MEDELLIN;186;LAURELES;9/09/2020;3,12;1;1;44;0;35;12;3;0;24;7;32;3;161;2;1;51,6025641
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;9/09/2020;8,8;1;10;114;0;155;27;1;14;113;19;128;7;588;6;4;66,81818182
NOROCCIDENTE;MEDELLIN;264;ONE PLAZA;9/09/2020;2,12;1;0;2;0;1;0;0;0;0;1;0;0;4;1;1;1,886792453
NOROCCIDENTE;MEDELLIN;183;PALACE;9/09/2020;3,12;1;1;35;0;55;16;1;0;33;3;27;0;171;2;1;54,80769231
NOROCCIDENTE;MEDELLIN;181;SAN FERNANDO PLAZA;9/09/2020;2,12;1;2;29;4;23;3;1;52;17;5;37;1;174;1;1;82,0754717
NOROCCIDENTE;MEDELLIN;212;SANTA TERESITA;9/09/2020;2,12;1;0;15;0;13;4;3;0;8;3;17;2;65;1;1;30,66037736
SURORIENTE;ORIENTAL;610;ARAUCA;9/09/2020;4,68;1;6;145;1;37;17;0;0;32;7;58;0;303;3;2;64,74358974
SURORIENTE;ORIENTAL;490;BARBOSA;9/09/2020;2,68;1;4;13;0;33;2;0;0;22;6;22;1;103;1;2;38,43283582
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;9/09/2020;4,68;1;5;45;0;72;15;2;0;51;10;84;0;284;3;2;60,68376068
SURORIENTE;ORIENTAL;480;BUCARAMANGA;9/09/2020;9,8;1;18;188;3;77;27;2;8;53;34;135;2;547;7;4;55,81632653
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;9/09/2020;4,68;1;12;95;1;49;16;0;4;32;20;67;3;299;3;2;63,88888889
SURORIENTE;ORIENTAL;450;CUCUTA;9/09/2020;7,24;1;5;143;0;81;23;2;0;45;22;145;1;467;5;3;64,50276243
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;9/09/2020;3,12;1;1;115;0;54;10;2;1;36;11;35;7;272;2;1;87,17948718
SURORIENTE;ORIENTAL;481;GIRON;9/09/2020;3,24;1;12;51;0;52;9;3;2;34;9;24;1;197;1;3;60,80246914
SURORIENTE;ORIENTAL;700;MALAGA;9/09/2020;3,12;1;1;29;0;60;2;0;1;46;15;33;0;187;2;1;59,93589744
SURORIENTE;ORIENTAL;720;PAMPLONA;9/09/2020;3,68;1;3;19;0;60;11;1;0;30;5;43;0;172;2;2;46,73913043
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;9/09/2020;2,12;1;11;24;0;12;8;1;0;13;4;19;1;93;1;1;43,86792453
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;9/09/2020;2,12;1;6;41;0;27;7;2;1;17;4;22;2;129;1;1;60,8490566
SURORIENTE;ORIENTAL;520;SAN GIL;9/09/2020;4,68;1;8;37;1;51;7;1;0;36;5;35;0;181;3;2;38,67521368
SURORIENTE;ORIENTAL;492;SANTANA;9/09/2020;1;0;0;6;0;9;3;0;1;0;8;0;1;28;1;0;28
SURORIENTE;ORIENTAL;530;SOCORRO;9/09/2020;3,12;1;1;14;0;24;9;0;2;14;6;23;2;95;2;1;30,44871795
SURORIENTE;ORIENTAL;451;TONCHALA;9/09/2020;3,68;1;4;121;0;41;18;1;0;33;7;35;1;261;2;2;70,92391304
SURORIENTE;ORIENTAL;540;VELEZ;9/09/2020;3,12;1;17;182;0;23;5;1;0;15;5;21;1;270;2;1;86,53846154
OCCIDENTE;CALI;605;ALAMEDA;9/09/2020;2,12;1;9;27;2;33;5;1;0;19;2;24;1;123;1;1;58,01886792
OCCIDENTE;CALI;560;CALI;9/09/2020;8,8;1;12;135;0;91;14;1;54;59;21;237;7;631;6;4;71,70454545
OCCIDENTE;CALI;574;CHIPICHAPE;9/09/2020;4,68;1;10;47;2;23;15;0;0;20;10;120;6;253;3;2;54,05982906
OCCIDENTE;CALI;577;CIUDAD JARDIN;9/09/2020;2,12;1;2;58;0;9;8;0;0;8;10;55;3;153;1;1;72,16981132
OCCIDENTE;CALI;582;COSMOCENTRO;9/09/2020;4,68;1;10;41;1;51;20;0;0;35;33;195;3;389;3;2;83,11965812
OCCIDENTE;CALI;564;EL GUABITO;9/09/2020;4,68;1;8;77;0;49;27;0;0;22;17;68;2;270;3;2;57,69230769
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;9/09/2020;3,12;1;0;50;0;51;19;0;0;40;9;41;23;233;2;1;74,67948718
OCCIDENTE;CALI;604;IMBANACO;9/09/2020;2,12;1;0;18;0;36;11;1;0;28;8;27;1;130;1;1;61,32075472
OCCIDENTE;CALI;567;LA MERCED;9/09/2020;2,12;1;0;32;0;17;8;2;0;11;6;33;0;109;1;1;51,41509434
OCCIDENTE;CALI;578;PREMIER El LIMONAR;9/09/2020;3,12;1;4;61;0;44;9;0;0;27;20;48;3;216;2;1;69,23076923
OCCIDENTE;CALI;565;SAN FERNANDO;9/09/2020;3,68;1;3;25;0;19;7;0;0;14;19;41;1;129;2;2;35,05434783
OCCIDENTE;CALI;607;SAN NICOLAS;9/09/2020;2,12;1;0;32;0;38;16;0;1;19;7;32;1;146;1;1;68,86792453
OCCIDENTE;CALI;586;TERCERA BRIGADA;9/09/2020;3,12;1;4;44;0;22;20;1;0;20;6;123;0;240;2;1;76,92307692
OCCIDENTE;CALI;585;UNICENTRO - CALI;9/09/2020;4,68;1;5;85;0;52;18;2;0;23;20;126;5;336;3;2;71,79487179
OCCIDENTE;CALI;576;VILLA COLOMBIA;9/09/2020;2,12;1;23;27;0;41;11;1;0;21;10;24;0;158;1;1;74,52830189
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;9/09/2020;4,68;1;0;91;0;40;11;2;0;16;22;23;0;205;3;2;43,8034188
OCCIDENTE;CENTRAL;362;EL ESPINAL;9/09/2020;3,68;1;0;125;0;41;14;0;1;21;8;42;1;253;2;2;68,75
OCCIDENTE;CENTRAL;624;EL JORDAN;9/09/2020;2,68;1;1;54;0;39;11;1;0;25;16;32;2;181;1;2;67,53731343
OCCIDENTE;CENTRAL;388;GARZON;9/09/2020;2,12;1;1;42;0;25;3;0;0;13;0;26;1;111;1;1;52,35849057
OCCIDENTE;CENTRAL;360;GIRARDOT;9/09/2020;4,12;1;7;45;0;77;13;0;0;46;20;39;0;247;3;1;59,95145631
OCCIDENTE;CENTRAL;391;HONDA;9/09/2020;3,12;1;7;54;0;49;7;1;1;17;12;23;2;173;2;1;55,44871795
OCCIDENTE;CENTRAL;550;IBAGUE;9/09/2020;7,24;1;1;297;1;94;31;4;1;45;16;89;1;580;5;3;80,11049724
OCCIDENTE;CENTRAL;392;LA DORADA;9/09/2020;2,68;1;2;135;0;38;1;2;0;22;6;36;0;242;1;2;90,29850746
OCCIDENTE;CENTRAL;394;MARIQUITA;9/09/2020;3,12;1;3;22;0;36;3;0;0;21;7;20;0;112;2;1;35,8974359
OCCIDENTE;CENTRAL;366;MELGAR;9/09/2020;2,12;1;1;45;0;25;4;0;0;17;8;25;0;125;1;1;58,96226415
OCCIDENTE;CENTRAL;390;NEIVA;9/09/2020;5,68;1;0;130;0;39;23;0;0;19;7;50;2;270;4;2;47,53521127
OCCIDENTE;CENTRAL;425;PITALITO;9/09/2020;4,68;1;24;48;0;60;23;0;0;38;9;74;0;276;3;2;58,97435897
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;9/09/2020;3,12;1;3;25;0;20;7;0;0;13;3;19;0;90;2;1;28,84615385
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;9/09/2020;2,12;1;0;78;0;27;11;0;0;14;3;58;0;191;1;1;90,09433962
OCCIDENTE;CENTRAL;364;TOLEMAIDA;9/09/2020;3,68;1;2;102;0;12;11;0;0;13;1;29;0;170;2;2;46,19565217
OCCIDENTE;CENTRAL;554;YULIMA;9/09/2020;5,68;1;1;82;0;53;18;1;0;28;14;82;2;281;4;2;49,47183099
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;9/09/2020;2,12;1;1;23;0;41;6;2;0;21;15;27;0;136;1;1;64,1509434
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;9/09/2020;2,12;1;8;27;1;19;2;0;1;18;22;16;0;114;1;1;53,77358491
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;9/09/2020;2,12;1;1;24;0;4;1;0;2;7;5;15;0;59;1;1;27,83018868
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;9/09/2020;2,12;1;2;15;1;10;2;2;1;12;10;23;0;78;1;1;36,79245283
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;9/09/2020;2,12;1;1;39;1;25;4;0;1;21;8;22;2;124;1;1;58,49056604
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;9/09/2020;4,68;1;0;112;0;52;2;0;0;37;22;81;1;307;3;2;65,5982906
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;9/09/2020;6,24;1;14;139;0;65;17;0;1;42;14;141;1;434;4;3;69,55128205
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;9/09/2020;2,12;1;3;30;0;9;3;0;2;8;11;20;2;88;1;1;41,50943396
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;9/09/2020;3,12;1;1;106;0;52;18;0;0;29;17;68;0;291;2;1;93,26923077
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;9/09/2020;2,12;1;12;67;0;43;1;0;1;32;0;51;0;207;1;1;97,64150943
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;9/09/2020;3,12;1;0;100;1;43;5;1;1;25;20;69;1;266;2;1;85,25641026
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;9/09/2020;2,12;1;0;25;1;18;6;0;0;11;4;15;0;80;1;1;37,73584906
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;9/09/2020;1,56;0;0;27;0;19;3;0;0;0;14;0;2;65;1;1;41,66666667
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;9/09/2020;2,12;1;3;52;0;5;0;0;0;5;0;60;2;127;1;1;59,90566038
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;9/09/2020;2,12;1;7;44;0;25;15;0;0;18;7;35;5;156;1;1;73,58490566
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;9/09/2020;2,12;1;0;31;0;37;3;0;1;22;4;17;1;116;1;1;54,71698113
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;9/09/2020;0,56;0;0;8;0;6;0;0;0;0;7;0;0;21;0;1;37,5
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;9/09/2020;0,56;0;3;13;0;4;4;1;3;0;4;0;0;32;0;1;57,14285714
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;9/09/2020;2,12;1;6;28;1;6;1;2;17;6;14;18;1;100;1;1;47,16981132
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;9/09/2020;4,68;1;5;52;0;28;1;1;2;15;10;44;0;158;3;2;33,76068376
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;9/09/2020;3,68;1;2;56;0;48;4;0;1;27;15;66;1;220;2;2;59,7826087
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;9/09/2020;3,12;1;3;31;0;28;13;0;0;24;4;44;0;147;2;1;47,11538462
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;9/09/2020;3,68;1;3;139;0;51;14;3;0;25;18;74;0;327;2;2;88,85869565
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;9/09/2020;2,12;1;4;18;0;55;7;0;0;48;1;16;0;149;1;1;70,28301887
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;9/09/2020;3,68;1;30;146;0;35;14;0;1;27;46;111;0;410;2;2;111,4130435
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;9/09/2020;2,12;1;6;44;0;25;23;0;0;27;3;40;3;171;1;1;80,66037736
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;9/09/2020;4,68;1;3;47;1;36;8;0;0;24;4;47;0;170;3;2;36,32478632
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;9/09/2020;2,12;1;0;34;0;32;6;1;0;21;6;17;1;118;1;1;55,66037736
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;9/09/2020;6,24;1;7;59;0;42;7;1;0;16;16;74;1;223;4;3;35,73717949
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;9/09/2020;4,68;1;9;60;1;17;12;4;1;20;4;60;1;189;3;2;40,38461538
