REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Planta finalta;Planta de Gerente oficial;P.A.P;Cuenta de ahorros ;Cuenta corriente;Libranza ;Tarjeta de crédito ;Crédito hipotecario;Crédito de consumo o comercial ;Banca seguros ;CDT;Cuenta protegida;Libre destino;Total productos;Asesor 2;Asesor 1;Productividad
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;8/08/2020;3,68;1;14;58;0;25;8;1;1;17;8;55;1;188;2;2;51,08695652
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;8/08/2020;3,68;1;2;70;1;42;4;4;0;18;18;34;7;200;2;2;54,34782609
BOGOTÁ Y PYME;BOGOTÁ NORTE;160;GALERIAS;8/08/2020;3,68;1;16;39;0;20;7;1;0;12;7;68;3;173;2;2;47,01086957
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;8/08/2020;2,12;1;8;51;0;17;7;2;0;6;13;32;6;142;1;1;66,98113208
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;8/08/2020;3,12;1;11;42;1;15;9;0;25;6;4;42;3;158;2;1;50,64102564
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;8/08/2020;4,24;1;2;22;0;39;12;6;0;28;7;44;3;163;2;3;38,44339623
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;8/08/2020;2,12;1;3;108;0;9;6;2;5;10;4;24;1;172;1;1;81,13207547
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;8/08/2020;2,12;1;6;63;0;17;5;2;0;6;7;20;2;128;1;1;60,37735849
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;8/08/2020;2,12;1;4;42;0;10;6;1;0;5;3;14;1;86;1;1;40,56603774
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;8/08/2020;2,12;1;1;41;0;22;2;4;0;15;19;22;1;127;1;1;59,90566038
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;8/08/2020;3,68;1;5;82;0;34;17;2;0;27;9;78;18;272;2;2;73,91304348
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;8/08/2020;2,12;1;3;30;0;11;2;0;8;5;6;10;0;75;1;1;35,37735849
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;8/08/2020;2,12;1;5;75;0;28;9;0;0;23;14;38;0;192;1;1;90,56603774
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;8/08/2020;1;0;2;2;0;9;0;3;0;0;1;0;0;17;1;0;17
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;8/08/2020;7,24;1;29;124;0;86;31;0;0;44;28;77;5;424;5;3;58,56353591
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;8/08/2020;3,12;1;2;71;0;23;8;2;0;15;16;39;1;177;2;1;56,73076923
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;8/08/2020;2,12;1;3;56;1;20;12;1;0;16;13;46;12;180;1;1;84,90566038
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;8/08/2020;2,12;1;0;20;0;10;3;0;0;9;6;22;1;71;1;1;33,49056604
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;8/08/2020;2,68;1;10;144;0;59;19;2;0;33;19;76;1;363;1;2;135,4477612
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;8/08/2020;2,12;1;6;58;0;22;13;0;0;14;11;23;3;150;1;1;70,75471698
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;8/08/2020;5,68;1;4;130;0;50;5;1;0;22;8;52;11;283;4;2;49,82394366
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;8/08/2020;2,68;1;3;30;0;44;4;1;0;26;8;24;1;141;1;2;52,6119403
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;8/08/2020;3,12;1;0;15;0;15;0;0;0;13;2;12;0;57;2;1;18,26923077
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;8/08/2020;3,12;1;0;106;0;21;5;0;0;19;3;25;0;179;2;1;57,37179487
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;8/08/2020;3,12;1;3;75;0;36;4;1;0;19;12;22;2;174;2;1;55,76923077
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;8/08/2020;3,68;1;2;73;0;43;3;3;0;21;14;28;2;189;2;2;51,35869565
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;8/08/2020;7,24;1;0;337;0;65;11;0;0;32;6;119;0;570;5;3;78,72928177
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;8/08/2020;3,12;1;1;28;0;40;8;0;1;30;8;30;2;148;2;1;47,43589744
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;8/08/2020;2,12;1;1;13;0;24;7;0;0;19;7;11;0;82;1;1;38,67924528
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;8/08/2020;2,12;1;0;37;0;16;2;1;0;9;9;33;2;109;1;1;51,41509434
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;8/08/2020;2,12;1;0;39;0;13;1;0;2;9;6;20;0;90;1;1;42,45283019
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;8/08/2020;3,12;1;3;48;0;30;14;1;0;20;13;61;0;190;2;1;60,8974359
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;8/08/2020;2,12;1;0;64;0;17;5;1;0;14;5;26;1;133;1;1;62,73584906
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;8/08/2020;7,8;1;8;127;0;100;17;3;5;58;21;143;0;482;5;4;61,79487179
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;8/08/2020;5,24;1;6;137;0;34;10;2;6;25;7;116;0;343;3;3;65,45801527
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;8/08/2020;2,12;1;0;39;0;17;11;3;1;15;10;39;1;136;1;1;64,1509434
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;8/08/2020;4,68;1;2;66;0;45;20;1;5;30;14;70;0;253;3;2;54,05982906
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;8/08/2020;2,12;1;0;48;0;22;3;0;0;19;3;40;0;135;1;1;63,67924528
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;8/08/2020;3,12;1;2;162;0;26;10;3;0;14;7;33;0;257;2;1;82,37179487
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;8/08/2020;2,12;1;0;37;1;38;1;0;0;20;2;28;0;127;1;1;59,90566038
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;8/08/2020;4,24;1;2;130;1;31;8;0;0;18;0;79;1;270;2;3;63,67924528
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;8/08/2020;7,24;1;5;288;0;82;15;1;1;39;17;88;0;536;5;3;74,03314917
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;8/08/2020;3,12;1;0;81;0;22;18;0;0;17;9;66;0;213;2;1;68,26923077
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;8/08/2020;6,24;1;0;163;0;50;23;3;1;44;8;83;0;375;4;3;60,09615385
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;8/08/2020;2,12;1;2;62;0;14;9;2;3;12;5;37;0;146;1;1;68,86792453
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;8/08/2020;1;0;0;31;0;7;0;0;0;0;0;0;0;38;1;0;38
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;8/08/2020;7,8;1;1;148;0;79;10;1;1;45;6;172;0;463;5;4;59,35897436
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;8/08/2020;2,12;1;4;19;0;19;2;0;0;15;11;18;0;88;1;1;41,50943396
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;8/08/2020;8,24;1;0;374;0;20;3;3;0;10;1;38;0;449;6;3;54,49029126
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;8/08/2020;2,12;1;2;36;0;11;0;0;0;11;2;23;0;85;1;1;40,09433962
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;8/08/2020;4,68;1;3;25;4;18;0;3;0;21;1;15;1;91;3;2;19,44444444
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;8/08/2020;4,12;1;2;72;0;34;3;2;1;12;11;9;1;147;3;1;35,67961165
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;8/08/2020;3,68;1;0;24;0;50;2;0;2;5;7;3;0;93;2;2;25,27173913
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;8/08/2020;2,12;1;2;38;0;13;6;4;0;5;10;19;0;97;1;1;45,75471698
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;8/08/2020;6,24;1;25;156;0;26;4;1;0;13;14;84;0;323;4;3;51,76282051
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;8/08/2020;4,68;1;2;50;0;39;11;0;0;24;7;12;1;146;3;2;31,1965812
NOROCCIDENTE;CARIBE SUR;315;TIERRA ALTA;8/08/2020;0,56;0;1;29;0;13;0;0;0;0;1;0;0;44;0;1;78,57142857
NOROCCIDENTE;MEDELLIN;278;BELEN;8/08/2020;3,12;1;0;42;0;37;7;2;0;14;6;35;3;146;2;1;46,79487179
NOROCCIDENTE;MEDELLIN;191;CENTRO ADMINIS. LA ALPUJARRA;8/08/2020;3,68;1;3;54;0;27;12;2;0;20;10;38;1;167;2;2;45,38043478
NOROCCIDENTE;MEDELLIN;208;EL POBLADO;8/08/2020;2,12;1;0;36;1;28;13;1;0;17;4;14;1;115;1;1;54,24528302
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;8/08/2020;2,12;1;3;35;0;25;6;2;0;19;2;17;3;112;1;1;52,83018868
NOROCCIDENTE;MEDELLIN;190;GUAYAQUIL;8/08/2020;2,68;1;0;37;0;17;3;1;0;8;2;20;0;88;1;2;32,8358209
NOROCCIDENTE;MEDELLIN;182;LA PLAYA;8/08/2020;3,68;1;0;75;0;31;7;3;0;18;8;67;4;213;2;2;57,88043478
NOROCCIDENTE;MEDELLIN;186;LAURELES;8/08/2020;3,12;1;4;51;0;21;6;1;0;11;9;62;1;166;2;1;53,20512821
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;8/08/2020;8,8;1;6;146;0;119;17;2;7;81;19;129;2;528;6;4;60
NOROCCIDENTE;MEDELLIN;264;ONE PLAZA;8/08/2020;2,12;1;0;6;0;0;0;0;0;0;0;0;1;7;1;1;3,301886792
NOROCCIDENTE;MEDELLIN;183;PALACE;8/08/2020;3,12;1;0;57;0;37;9;1;0;22;2;25;0;153;2;1;49,03846154
NOROCCIDENTE;MEDELLIN;181;SAN FERNANDO PLAZA;8/08/2020;2,12;1;2;32;6;9;4;0;24;6;10;15;0;108;1;1;50,94339623
NOROCCIDENTE;MEDELLIN;212;SANTA TERESITA;8/08/2020;2,12;1;0;20;0;8;1;1;0;2;4;17;3;56;1;1;26,41509434
SURORIENTE;ORIENTAL;610;ARAUCA;8/08/2020;4,68;1;9;62;0;35;12;1;0;25;2;52;1;199;3;2;42,52136752
SURORIENTE;ORIENTAL;490;BARBOSA;8/08/2020;2,68;1;4;30;0;23;3;0;1;14;4;21;1;101;1;2;37,68656716
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;8/08/2020;4,68;1;3;95;1;46;6;2;0;34;3;31;2;223;3;2;47,64957265
SURORIENTE;ORIENTAL;480;BUCARAMANGA;8/08/2020;9,8;1;15;130;2;83;24;4;3;60;31;110;0;462;7;4;47,14285714
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;8/08/2020;4,68;1;10;84;0;46;23;1;2;29;11;81;1;288;3;2;61,53846154
SURORIENTE;ORIENTAL;450;CUCUTA;8/08/2020;7,24;1;8;188;0;83;24;1;0;49;13;114;3;483;5;3;66,71270718
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;8/08/2020;3,12;1;0;59;0;49;10;1;0;29;5;40;0;193;2;1;61,85897436
SURORIENTE;ORIENTAL;481;GIRON;8/08/2020;3,24;1;8;53;0;36;18;2;4;22;14;26;0;183;1;3;56,48148148
SURORIENTE;ORIENTAL;700;MALAGA;8/08/2020;3,12;1;6;53;0;28;5;1;1;19;13;42;0;168;2;1;53,84615385
SURORIENTE;ORIENTAL;720;PAMPLONA;8/08/2020;3,68;1;0;14;0;34;4;0;1;22;13;38;1;127;2;2;34,51086957
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;8/08/2020;2,12;1;5;17;0;17;7;1;0;17;5;19;2;90;1;1;42,45283019
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;8/08/2020;2,12;1;18;43;0;23;13;3;0;15;5;30;1;151;1;1;71,22641509
SURORIENTE;ORIENTAL;520;SAN GIL;8/08/2020;4,68;1;2;40;2;49;4;1;0;33;4;30;3;168;3;2;35,8974359
SURORIENTE;ORIENTAL;492;SANTANA;8/08/2020;1;0;0;10;0;4;3;0;0;0;12;0;0;29;1;0;29
SURORIENTE;ORIENTAL;530;SOCORRO;8/08/2020;3,12;1;1;20;0;21;1;1;0;10;2;31;1;88;2;1;28,20512821
SURORIENTE;ORIENTAL;451;TONCHALA;8/08/2020;3,68;1;1;43;0;60;21;0;2;38;6;43;1;215;2;2;58,42391304
SURORIENTE;ORIENTAL;540;VELEZ;8/08/2020;3,12;1;18;10;0;16;3;0;2;13;10;20;0;92;2;1;29,48717949
OCCIDENTE;CALI;605;ALAMEDA;8/08/2020;2,12;1;0;22;0;22;9;0;0;6;3;8;0;70;1;1;33,01886792
OCCIDENTE;CALI;560;CALI;8/08/2020;8,8;1;7;170;0;105;24;0;22;61;27;245;0;661;6;4;75,11363636
OCCIDENTE;CALI;574;CHIPICHAPE;8/08/2020;4,68;1;6;49;1;42;31;0;0;25;9;108;5;276;3;2;58,97435897
OCCIDENTE;CALI;577;CIUDAD JARDIN;8/08/2020;2,12;1;1;37;0;12;7;0;0;7;12;25;2;103;1;1;48,58490566
OCCIDENTE;CALI;582;COSMOCENTRO;8/08/2020;4,68;1;4;65;0;37;19;1;0;26;16;190;7;365;3;2;77,99145299
OCCIDENTE;CALI;564;EL GUABITO;8/08/2020;4,68;1;9;69;0;48;9;2;3;26;16;83;3;268;3;2;57,26495726
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;8/08/2020;3,12;1;0;50;0;28;9;0;0;15;16;24;20;162;2;1;51,92307692
OCCIDENTE;CALI;604;IMBANACO;8/08/2020;2,12;1;0;25;0;41;6;0;0;31;7;33;4;147;1;1;69,33962264
OCCIDENTE;CALI;567;LA MERCED;8/08/2020;2,12;1;2;44;2;24;15;0;0;19;3;48;1;158;1;1;74,52830189
OCCIDENTE;CALI;578;PREMIER El LIMONAR;8/08/2020;3,12;1;1;59;0;43;10;2;0;27;14;58;3;217;2;1;69,55128205
OCCIDENTE;CALI;565;SAN FERNANDO;8/08/2020;3,68;1;3;55;0;23;16;0;0;17;20;54;3;191;2;2;51,90217391
OCCIDENTE;CALI;607;SAN NICOLAS;8/08/2020;2,12;1;1;32;1;28;5;0;1;19;6;22;1;116;1;1;54,71698113
OCCIDENTE;CALI;586;TERCERA BRIGADA;8/08/2020;3,12;1;8;38;1;11;11;2;0;8;2;30;0;111;2;1;35,57692308
OCCIDENTE;CALI;585;UNICENTRO - CALI;8/08/2020;4,68;1;6;80;0;41;10;5;0;18;32;95;4;291;3;2;62,17948718
OCCIDENTE;CALI;576;VILLA COLOMBIA;8/08/2020;2,12;1;0;32;0;29;6;1;0;18;15;21;3;125;1;1;58,96226415
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;8/08/2020;4,68;1;2;61;1;67;6;2;0;22;20;33;0;214;3;2;45,72649573
OCCIDENTE;CENTRAL;362;EL ESPINAL;8/08/2020;3,68;1;5;41;0;37;19;0;0;17;11;51;0;181;2;2;49,18478261
OCCIDENTE;CENTRAL;624;EL JORDAN;8/08/2020;2,68;1;1;39;0;49;9;1;0;32;23;22;0;176;1;2;65,67164179
OCCIDENTE;CENTRAL;388;GARZON;8/08/2020;2,12;1;0;43;0;16;0;0;0;9;3;24;0;95;1;1;44,81132075
OCCIDENTE;CENTRAL;360;GIRARDOT;8/08/2020;4,12;1;1;41;0;70;8;6;0;29;22;30;0;207;3;1;50,24271845
OCCIDENTE;CENTRAL;391;HONDA;8/08/2020;3,12;1;6;38;0;48;5;1;1;24;7;18;3;151;2;1;48,3974359
OCCIDENTE;CENTRAL;550;IBAGUE;8/08/2020;7,24;1;0;130;0;73;35;5;0;35;28;90;2;398;5;3;54,97237569
OCCIDENTE;CENTRAL;392;LA DORADA;8/08/2020;2,68;1;2;21;0;30;1;2;0;12;9;9;0;86;1;2;32,08955224
OCCIDENTE;CENTRAL;394;MARIQUITA;8/08/2020;3,12;1;0;22;0;26;3;0;0;14;7;14;0;86;2;1;27,56410256
OCCIDENTE;CENTRAL;366;MELGAR;8/08/2020;2,12;1;0;35;0;24;4;1;0;15;10;20;0;109;1;1;51,41509434
OCCIDENTE;CENTRAL;390;NEIVA;8/08/2020;5,68;1;2;110;0;46;12;0;1;22;14;49;1;257;4;2;45,24647887
OCCIDENTE;CENTRAL;425;PITALITO;8/08/2020;4,68;1;10;39;0;46;11;1;0;32;4;50;0;193;3;2;41,23931624
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;8/08/2020;3,12;1;3;20;0;19;6;1;0;9;1;18;1;78;2;1;25
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;8/08/2020;2,12;1;0;101;0;44;14;0;0;23;5;46;1;234;1;1;110,3773585
OCCIDENTE;CENTRAL;364;TOLEMAIDA;8/08/2020;3,68;1;1;34;0;13;9;1;0;4;1;29;0;92;2;2;25
OCCIDENTE;CENTRAL;554;YULIMA;8/08/2020;5,68;1;0;47;0;54;8;0;0;29;17;63;2;220;4;2;38,73239437
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;8/08/2020;2,12;1;0;34;0;26;2;0;0;19;8;30;0;119;1;1;56,13207547
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;8/08/2020;2,12;1;8;24;0;24;8;0;0;22;15;18;0;119;1;1;56,13207547
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;8/08/2020;2,12;1;0;22;0;4;6;0;3;5;4;16;0;60;1;1;28,30188679
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;8/08/2020;2,12;1;4;12;0;8;3;0;0;19;14;13;0;73;1;1;34,43396226
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;8/08/2020;2,12;1;0;29;0;21;0;1;2;16;13;19;0;101;1;1;47,64150943
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;8/08/2020;4,68;1;6;89;1;63;6;2;0;37;45;52;2;303;3;2;64,74358974
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;8/08/2020;6,24;1;24;104;0;70;10;0;0;39;12;56;1;316;4;3;50,64102564
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;8/08/2020;2,12;1;2;50;0;2;3;0;4;2;8;28;0;99;1;1;46,69811321
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;8/08/2020;3,12;1;1;50;0;27;16;0;0;19;13;49;1;176;2;1;56,41025641
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;8/08/2020;2,12;1;9;53;0;24;7;0;0;17;1;32;2;145;1;1;68,39622642
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;8/08/2020;3,12;1;4;87;0;48;6;3;0;27;8;89;5;277;2;1;88,78205128
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;8/08/2020;2,12;1;0;30;0;14;1;0;0;7;6;18;0;76;1;1;35,8490566
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;8/08/2020;1,56;0;5;11;0;14;3;0;0;0;4;0;0;37;1;1;23,71794872
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;8/08/2020;2,12;1;6;41;1;12;1;0;0;11;4;40;1;117;1;1;55,18867925
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;8/08/2020;2,12;1;1;22;0;21;6;1;0;16;10;42;1;120;1;1;56,60377358
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;8/08/2020;2,12;1;1;45;0;19;1;0;0;10;8;20;0;104;1;1;49,05660377
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;8/08/2020;0,56;0;0;7;0;13;2;0;1;0;6;0;0;29;0;1;51,78571429
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;8/08/2020;0,56;0;0;8;0;3;0;0;2;0;5;0;0;18;0;1;32,14285714
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;8/08/2020;2,12;1;4;30;0;11;7;1;12;8;8;19;0;100;1;1;47,16981132
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;8/08/2020;4,68;1;6;43;0;42;6;1;1;15;5;38;0;157;3;2;33,54700855
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;8/08/2020;3,68;1;0;40;0;34;1;1;4;26;7;42;1;156;2;2;42,39130435
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;8/08/2020;3,12;1;0;21;0;32;13;0;0;26;5;41;0;138;2;1;44,23076923
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;8/08/2020;3,68;1;18;60;0;65;35;1;0;45;23;87;0;334;2;2;90,76086957
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;8/08/2020;2,12;1;2;35;0;22;6;0;0;22;3;14;0;104;1;1;49,05660377
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;8/08/2020;3,68;1;3;43;0;21;8;0;0;12;24;64;0;175;2;2;47,55434783
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;8/08/2020;2,12;1;3;29;0;21;15;0;0;19;3;39;1;130;1;1;61,32075472
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;8/08/2020;4,68;1;8;50;1;34;6;0;0;24;9;53;0;185;3;2;39,52991453
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;8/08/2020;2,12;1;0;28;0;18;0;0;4;10;12;19;0;91;1;1;42,9245283
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;8/08/2020;6,24;1;3;84;0;33;4;2;0;12;22;54;0;214;4;3;34,29487179
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;8/08/2020;4,68;1;7;37;0;22;1;2;1;19;10;80;3;182;3;2;38,88888889
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;8/08/2020;2,12;1;8;52;0;23;1;0;0;22;9;49;0;164;1;1;77,35849057
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;8/08/2020;3,68;1;14;30;0;74;9;0;0;46;26;87;0;286;2;2;77,7173913
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;8/08/2020;6,24;1;25;84;0;57;6;1;0;37;41;58;2;311;4;3;49,83974359
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;8/08/2020;2,12;1;2;19;0;22;1;2;2;8;6;69;0;131;1;1;61,79245283
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;8/08/2020;2,12;1;2;44;0;22;2;1;1;10;13;41;0;136;1;1;64,1509434
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;8/08/2020;2,12;1;0;20;0;23;2;0;0;14;17;16;0;92;1;1;43,39622642
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;8/08/2020;5,24;1;1;128;0;66;26;0;2;53;7;57;2;342;3;3;65,26717557
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;8/08/2020;7,24;1;0;85;0;58;12;2;0;28;30;51;4;270;5;3;37,29281768
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;8/08/2020;4,68;1;0;81;0;15;8;0;0;9;17;18;2;150;3;2;32,05128205
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;8/08/2020;3,68;1;5;54;0;47;15;0;0;28;16;44;0;209;2;2;56,79347826
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;8/08/2020;2,12;1;0;28;0;17;8;0;0;10;7;17;0;87;1;1;41,03773585
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;8/08/2020;3,68;1;0;52;0;59;9;2;0;36;11;34;0;203;2;2;55,16304348
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;8/08/2020;3,12;1;4;34;0;30;0;0;0;8;3;12;0;91;2;1;29,16666667
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;8/08/2020;6,8;1;3;86;0;68;13;2;0;25;22;37;2;258;4;4;37,94117647
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;8/08/2020;3,12;1;3;60;0;32;21;0;0;21;11;52;4;204;2;1;65,38461538
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;8/08/2020;5,68;1;1;75;0;79;8;0;0;56;9;57;8;293;4;2;51,58450704
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;8/08/2020;5,24;1;9;195;0;80;22;2;1;59;15;98;2;483;3;3;92,17557252
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;8/08/2020;6,24;1;6;112;0;64;11;2;0;18;21;70;0;304;4;3;48,71794872
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;8/08/2020;7,8;1;0;139;0;119;22;1;0;68;28;65;3;445;5;4;57,05128205
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;8/08/2020;3,68;1;1;96;0;35;8;0;0;23;13;47;0;223;2;2;60,59782609
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;8/08/2020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;8/08/2020;2,12;1;0;28;0;11;8;0;0;13;5;23;0;88;1;1;41,50943396
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;324;EL EDÉN;8/08/2020;2,12;1;2;37;0;13;6;5;0;9;1;27;5;105;1;1;49,52830189
BOGOTÁ Y PYME;BOGOTÁ NORTE;326;UNICENTRO CENTRO COMERCIAL;8/08/2020;3,12;1;4;12;0;9;13;3;0;5;4;18;1;69;2;1;22,11538462
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;9/09/2020;2,12;1;10;50;0;17;8;0;2;11;5;18;1;122;1;1;57,54716981
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;9/09/2020;3,68;1;13;68;0;44;19;0;1;32;18;70;7;272;2;2;73,91304348
